;NUM_ACC;MOIS_ACC;HEU_ACC;COD_PRV;COD_ETA_CHA;COD_ETA_SUR;COD_LUM;COD_INT;TYP_LIE_ACC;NUM_ROU;PKM;LAR_CHA;COD_TYP_CHA;COD_TYP_COL;COD_OBS_HRT;COD_POI_CHO;COD_MAN;CIR_ACC
15698;33227;9;18;18;1;1;2;1;1;4304;9999;6;1;3;15;1;1;9
15699;33228;9;9;18;1;1;2;1;1;409;70;6;1;3;15;1;2;32
15700;33229;9;12;18;1;1;2;1;1;411;122;6;1;3;15;1;2;341
15701;33231;9;14;18;1;1;2;1;1;6;55;6;1;8;13;1;11;9
15702;33232;9;20;17;1;1;1;1;1;411;20;6;1;3;15;1;1;31
15703;33233;9;12;18;1;1;2;1;1;802;94;7;1;2;15;7;1;82
15704;33234;9;10;18;1;1;2;1;1;802;95;7;1;8;18;7;1;40
15705;33235;9;7;18;1;1;2;1;1;802;37;7;2;8;13;1;5;9
15707;33237;9;12;53;1;1;2;1;1;7308;50;6;1;8;10;9;1;32
15708;33238;9;21;19;1;1;1;1;1;712;51;6;1;2;15;4;1;21
15713;33246;9;20;19;1;1;1;1;1;8;9999;12;1;8;14;5;16;9
15714;33247;9;20;19;1;1;1;1;1;8;532;6;1;1;15;1;4;40
15715;33248;9;13;19;1;2;2;1;1;8;9999;8;2;8;14;4;3;82
15716;33249;9;16;19;1;1;2;1;1;8;9999;31;1;3;15;3;1;9
15717;33250;9;14;19;1;2;2;2;1;9999;241;6;2;7;14;7;1;9
15718;33251;9;21;19;1;1;1;1;1;710;30;6;1;8;18;5;15;9
15719;33252;9;21;19;1;1;1;1;1;710;31;6;1;8;18;5;11;32
15720;33253;9;19;19;1;1;1;1;1;710;34;6;1;1;15;1;8;32
15721;33256;9;8;19;1;1;2;1;1;8;559;6;1;7;15;3;14;9
15722;33257;9;21;19;1;1;1;2;1;8;592;4;1;8;18;9;11;31
15725;33262;9;22;20;1;1;1;1;1;804;128;8;2;8;18;9;1;21
15726;33264;9;8;20;1;1;2;1;1;311;16;5;1;8;18;8;1;9
15727;33265;9;13;20;1;1;2;1;1;312;25;6;1;3;15;6;1;9
15730;33270;9;12;20;1;1;2;1;1;9999;102;7;1;3;15;3;5;40
15732;33272;9;18;20;2;1;2;1;1;3516;9999;5;1;7;14;1;16;33
15733;33274;9;10;20;1;1;2;1;1;804;111;8;2;2;15;1;1;32
15735;33277;9;12;20;1;1;2;1;1;9999;151;7;1;8;15;8;16;9
15736;33284;9;20;20;1;1;1;1;1;3533;9999;6;1;8;18;9;14;9
15737;33285;9;18;20;1;1;2;1;1;3533;9999;6;1;8;18;5;1;391
15738;33289;9;22;20;1;1;1;1;1;309;9999;6;1;3;15;1;4;40
15739;33290;9;7;62;1;1;2;1;1;1;1359;8;1;8;18;9;1;38
15740;33291;9;2;8;1;1;1;1;1;1;1659;6;1;8;18;9;1;9
15741;33292;9;18;8;1;1;2;1;1;1;1660;6;1;8;18;9;1;43
15742;33294;9;15;8;1;1;2;1;1;1;1772;6;1;8;18;9;1;31
15743;33295;9;0;62;1;1;1;1;1;1;1320;12;1;7;14;1;16;32
15744;33296;9;16;62;1;1;2;1;1;1;1344;8;1;8;18;9;1;40
15745;33297;9;2;62;1;1;1;1;1;1;1323;8;1;8;18;2;1;9
15746;33299;9;4;62;1;1;1;1;1;1;1485;8;1;8;18;2;1;9
15747;33300;9;13;62;1;1;2;1;1;1;1490;7;1;8;18;2;1;31
15748;33301;9;9;48;1;1;2;1;1;8;99;8;1;8;18;9;11;40
15749;33302;9;6;43;1;1;2;1;1;2017;18;8;1;2;15;4;1;21
15751;33307;9;6;11;1;1;2;1;1;206;101;7;1;2;15;4;1;341
15752;33308;9;12;11;1;1;2;1;1;2108;38;7;1;1;15;1;4;43
15753;33309;9;21;57;1;1;1;1;1;803;188;7;2;8;14;1;16;82
15754;33310;9;11;11;1;1;2;1;1;2125;9;7;1;2;15;4;1;9
15755;33312;9;10;48;1;1;2;1;1;8;103;8;1;2;15;1;1;9
15756;33313;9;18;22;1;1;2;1;1;8;270;9;1;7;15;3;8;9
15757;33314;9;12;22;1;1;2;1;1;7;124;8;1;7;15;2;6;46
15758;33315;9;2;22;1;1;1;1;1;7;129;16;1;8;7;1;11;9
15759;33317;9;3;22;1;1;1;1;1;2006;14;6;1;7;15;3;18;40
15760;33318;9;22;22;1;1;1;1;1;8;241;10;1;8;14;1;16;400
15761;33319;9;1;43;1;1;1;1;1;9999;341;7;1;8;18;9;13;9
15762;33320;9;18;57;1;1;2;1;1;8;293;8;1;8;11;2;1;40
15763;33321;9;23;11;1;1;1;1;1;9;212;7;1;3;15;1;16;88
15764;33322;9;21;11;1;1;1;1;1;8;349;7;1;2;15;4;1;9
15766;33325;9;11;11;1;1;2;1;1;8;322;7;1;2;15;4;1;9
15767;33326;9;6;22;1;1;2;1;1;2017;4;16;1;2;1;4;21;9
15768;33327;9;1;11;1;1;1;1;1;208;17;7;1;8;18;7;12;21
15769;33328;9;19;43;1;1;1;1;1;2017;32;9;1;8;14;7;16;36
15770;33329;9;12;43;1;1;2;1;1;2017;34;8;1;8;14;7;16;32
15771;33330;9;14;43;1;1;2;1;1;2010;36;7;1;1;15;1;14;9
15772;33331;9;23;43;1;1;1;1;1;2017;21;8;1;3;15;8;18;32
15774;33333;9;21;43;1;1;1;1;1;2010;23;9;1;3;15;1;18;9
15775;33334;9;18;43;1;1;2;1;1;9;295;8;1;8;14;7;16;82
15776;33336;9;14;22;1;1;2;1;1;8;264;9;2;2;15;7;1;21
15777;33337;9;7;22;1;1;2;1;1;8;272;9;1;1;15;1;4;9
15778;33338;9;10;22;1;1;2;1;1;7;134;16;1;7;15;7;8;21
15779;33342;9;12;22;1;1;2;1;1;2017;11;16;1;2;15;4;1;48
15780;33343;9;23;22;1;1;1;1;1;203;6;8;1;8;13;8;11;9
15781;33345;9;11;22;1;1;2;1;1;9;266;7;1;2;15;1;1;9
15782;33346;9;12;43;1;1;2;1;1;9;275;7;1;8;14;1;16;32
15784;33350;9;19;11;1;1;1;1;1;2137;0;7;1;3;15;7;6;9
15785;33351;9;10;11;2;1;2;1;1;2123;9999;7;1;3;15;7;1;9
15786;33352;9;10;11;1;1;2;1;1;9;190;7;1;3;15;3;9;9
15787;33353;9;14;48;1;1;2;1;1;207;77;12;1;2;15;1;1;9
15788;33355;9;8;22;1;1;2;1;1;8;232;8;1;7;15;7;6;9
15789;33356;9;21;48;1;1;1;1;1;8;169;8;1;2;15;1;1;21
15790;33357;9;10;48;1;1;2;1;1;2026;9999;4;1;3;15;3;2;9
15791;33358;9;12;48;1;1;2;1;1;207;76;12;2;8;15;1;1;43
15792;33359;9;7;48;1;1;2;1;1;207;79;12;2;8;14;1;6;31
15793;33360;9;12;48;1;1;2;1;1;207;76;12;2;2;15;2;1;9
15794;33361;9;20;48;1;1;1;1;1;207;69;12;2;8;14;1;16;9
15795;33363;9;19;48;1;1;1;1;1;803;335;12;2;8;18;9;11;21
15796;33364;9;14;48;1;1;2;1;1;803;266;12;2;8;18;9;9;3
15797;33365;9;12;48;1;1;2;1;1;803;286;12;2;8;18;9;1;9
15798;33366;9;18;48;1;1;2;1;1;803;280;12;1;8;14;1;16;9
15799;33367;9;13;48;1;1;2;1;1;8;201;8;1;3;15;3;6;21
15800;33369;9;13;57;1;1;2;1;1;8;282;8;1;8;14;1;2;48
15801;33371;9;18;57;1;1;2;1;1;8;280;8;1;3;15;2;8;38
15802;33372;9;15;57;1;1;2;1;1;8;291;8;1;3;6;7;1;43
15803;33374;9;15;57;1;1;2;1;1;8;290;7;1;2;15;6;3;9
15804;33375;9;18;57;1;1;2;1;1;803;151;7;2;8;18;1;11;82
15805;33376;9;8;57;1;1;2;1;1;803;147;7;2;8;18;1;11;9
15806;33377;9;12;57;1;1;2;1;1;8301;12;7;2;2;15;1;1;9
15807;33378;9;21;57;1;1;1;1;1;803;195;7;2;2;15;1;11;31
15808;33379;9;12;57;1;1;2;1;1;803;190;7;2;8;18;1;10;38
15809;33380;9;22;57;1;1;1;1;1;2114;5;6;1;1;15;1;4;50
15810;33382;9;23;22;2;1;1;1;1;2002;4;6;1;8;18;1;10;9
15811;33383;9;18;11;1;1;2;1;1;9;230;7;1;8;14;1;16;9
15812;33384;9;1;57;1;1;1;1;1;803;127;7;2;2;15;1;1;31
15813;33385;9;11;57;1;1;2;1;1;803;125;7;2;2;15;1;1;9
15814;33386;9;16;57;1;1;2;1;1;803;134;7;2;2;15;1;1;50
15815;33387;9;0;57;1;1;1;1;1;803;109;7;2;8;18;1;11;9
15816;33388;9;12;57;1;1;2;1;1;7;56;7;1;2;15;1;1;31
15817;33389;9;11;57;1;1;2;1;1;7;66;7;1;3;15;1;1;100
15818;33390;9;11;65;1;1;2;1;1;8;394;7;1;2;15;4;2;43
15819;33391;9;20;11;1;1;1;1;1;9;198;7;1;8;18;1;11;46
15820;33393;9;11;57;1;1;2;1;1;2108;30;7;1;8;13;9;10;82
15821;33394;9;8;57;1;1;2;1;1;2103;25;6;1;8;18;1;11;50
15822;33395;9;13;11;1;1;2;1;1;9;147;7;1;2;15;1;1;46
15823;33396;9;12;11;1;1;2;1;1;9;150;9;1;2;15;1;1;50
15824;33397;9;21;11;1;1;1;1;1;2135;0;7;1;2;15;4;1;50
15825;33398;9;8;11;1;1;2;1;1;2135;0;7;1;2;15;4;1;71
15827;33400;9;23;11;1;1;1;1;1;8;328;7;1;2;15;4;1;100
15830;33403;9;1;11;1;1;1;1;1;206;78;7;1;8;18;7;11;9
15832;33406;9;14;11;1;1;2;1;1;2116;9999;7;1;2;15;4;1;9
15833;33408;9;13;43;1;1;2;1;1;2010;52;7;1;3;15;8;12;9
15834;33409;9;15;43;1;1;2;1;1;9999;168;9;1;8;14;7;16;100
15836;33412;9;19;43;1;1;1;1;1;9999;50;5;1;2;15;1;1;31
15837;33413;9;14;43;1;1;2;1;1;9;266;7;1;3;15;8;18;9
15838;33414;9;10;43;1;1;2;1;1;9;268;7;1;8;13;2;18;21
15839;33415;9;13;11;1;1;2;1;1;2117;14;7;1;8;18;7;11;9
15840;33416;9;9;11;1;1;2;1;1;210;38;7;1;3;15;7;6;3
15841;33417;9;7;11;1;1;2;1;1;2117;2;7;1;2;15;4;1;21
15842;33422;9;18;11;1;1;2;1;1;8;307;7;1;2;15;4;1;3
15843;33423;9;17;11;1;1;2;1;1;8;303;7;1;3;15;8;6;9
15844;33424;9;3;11;1;1;1;1;1;8;302;7;1;8;18;7;11;9
15845;33425;9;15;11;1;1;2;1;1;8;300;7;1;3;15;8;1;82
15846;33426;9;3;11;1;1;1;1;1;8;303;7;1;8;18;8;10;40
15847;33427;9;11;11;1;1;2;1;1;8;315;7;1;8;18;7;11;9
15848;33428;9;18;11;1;1;2;1;1;8;301;7;1;2;15;4;1;21
15849;33429;9;12;11;1;1;2;1;1;2129;13;7;1;8;18;8;10;9
15850;33430;9;11;11;1;1;2;1;1;2115;1;7;1;3;15;8;1;40
15853;33433;9;12;57;2;1;2;1;1;2118;9999;7;1;8;13;7;10;3
15854;33434;9;13;22;1;1;2;1;1;212;23;2;1;7;14;2;1;40
15855;33435;9;9;22;1;1;2;1;1;7;134;16;1;7;15;8;8;40
15856;33436;9;23;22;1;1;1;1;1;2017;8;16;1;7;15;8;7;9
15857;33437;9;11;22;1;1;2;1;1;2009;2;9;1;2;15;4;1;9
15859;33442;9;22;22;1;1;1;1;1;2017;6;16;1;7;15;7;1;9
15860;33443;9;23;22;1;1;1;1;1;8;238;10;1;8;14;1;16;9
15861;33444;9;12;22;1;1;2;1;1;2006;9999;12;1;3;15;8;8;40
15862;33445;9;17;22;1;1;2;1;1;8;235;10;1;3;15;8;8;40
15863;33446;9;18;22;1;1;2;1;1;8;235;10;1;2;15;1;1;38
15864;33447;9;13;22;1;1;2;1;1;8;236;10;1;8;18;7;11;40
15865;33448;9;11;22;1;1;2;1;1;8;238;10;1;7;15;8;6;21
15866;33449;9;8;22;1;1;2;1;1;212;15;12;1;1;15;1;1;9
15867;33451;9;20;22;1;1;1;1;1;8;238;10;1;2;15;1;1;9
15868;33453;9;8;22;1;1;2;1;1;212;24;2;1;3;15;7;6;21
15869;33454;9;20;22;1;1;1;1;1;212;20;2;1;2;15;7;1;3
15870;33455;9;11;22;1;1;2;1;1;212;23;2;1;7;14;2;1;21
15871;33456;9;15;48;1;1;2;1;1;212;51;6;1;8;13;9;5;3
15872;33459;9;16;48;1;1;2;1;1;212;69;6;1;1;15;1;4;9
15873;33460;9;19;48;1;1;1;1;1;2022;30;5;1;2;15;6;1;9
15874;33461;9;18;48;1;1;2;1;1;8;157;8;1;7;15;3;2;9
15875;33462;9;22;48;1;1;1;1;1;803;339;12;2;8;18;9;11;21
15876;33463;9;5;48;1;1;1;1;1;803;333;12;2;8;18;9;11;21
15877;33464;9;19;22;1;1;1;1;1;7;134;16;1;7;15;8;6;31
15878;33465;9;9;22;1;1;2;1;1;7;134;16;1;7;15;8;16;31
15879;33466;9;22;22;1;1;1;1;1;7;137;16;1;7;15;7;1;9
15880;33467;9;15;22;1;1;2;1;1;7;129;16;1;2;15;4;8;9
15881;33468;9;19;22;1;1;1;1;1;7;135;16;1;7;15;8;16;31
15882;33469;9;17;22;1;1;2;1;1;7;130;16;1;2;15;4;1;9
15883;33470;9;7;22;1;1;2;1;1;7;136;16;1;2;15;4;1;9
15884;33472;9;18;22;1;1;2;1;1;7;125;8;1;8;13;9;10;21
15885;33473;9;17;22;1;1;2;1;1;7;135;16;1;8;13;7;11;3
15886;33474;9;20;22;1;1;1;1;1;8;265;9;2;8;14;1;16;31
15887;33475;9;9;22;1;1;2;1;1;7;128;16;1;7;15;7;16;9
15888;33476;9;9;22;1;1;2;1;1;7;135;16;1;2;15;4;1;31
15889;33477;9;21;22;1;1;1;1;1;7;131;16;1;7;15;3;6;9
15890;33478;9;9;22;1;1;2;1;1;7;136;16;1;2;15;4;1;31
15891;33480;9;11;22;1;1;2;1;1;8;263;9;2;7;15;7;6;48
15892;33481;9;10;22;1;1;2;1;1;8;265;9;1;8;13;7;11;9
15893;33483;9;22;22;1;1;1;1;1;8;272;9;1;1;15;1;4;31
15894;33484;9;19;22;1;1;1;1;1;8;266;9;1;2;15;6;1;9
15895;33485;9;16;22;1;1;2;1;1;8;263;9;2;7;15;7;9;48
15896;33486;9;20;22;1;1;1;1;1;8;264;9;2;1;15;1;4;9
15897;33487;9;13;22;1;1;2;1;1;8;262;9;2;2;1;4;20;53
15898;33489;9;22;22;1;1;1;1;1;8;258;9;2;2;15;4;1;9
15899;33490;9;21;22;1;1;1;1;1;8;241;10;1;2;15;1;1;33
15900;33491;9;4;22;1;1;1;1;1;212;5;12;1;8;18;8;10;9
15901;33492;9;11;22;1;1;2;1;1;8;237;10;1;2;15;1;1;36
15902;33494;9;12;22;1;1;2;1;1;8;230;10;1;2;15;4;1;9
15903;33496;9;21;22;1;1;1;1;1;2004;9999;6;1;8;14;1;16;9
15905;33501;9;9;22;1;1;2;1;1;8;232;10;1;7;15;1;9;9
15906;33503;9;12;22;1;1;2;1;1;8;261;9;2;2;15;4;1;430
15907;33505;9;23;22;1;1;1;1;1;8;236;10;1;2;15;1;1;9
15908;33506;9;9;22;1;1;2;1;1;2006;8;6;1;2;15;2;1;31
15909;33507;9;15;22;1;1;2;1;1;204;101;8;1;7;15;7;1;9
15910;33508;9;12;22;1;1;2;1;1;7;111;7;1;1;15;1;4;9
15911;33509;9;19;22;1;1;1;1;1;8;224;7;1;7;15;8;1;9
15912;33510;9;11;22;1;1;2;1;1;8;223;7;1;2;15;1;1;46
15913;33513;9;12;22;1;1;2;1;1;2017;3;16;1;7;15;7;8;9
15914;33515;9;14;22;1;1;2;1;1;2017;9;16;1;7;15;7;9;9
15915;33516;9;12;22;1;1;2;1;1;2017;4;16;1;7;15;2;6;9
15916;33519;9;2;22;1;1;1;1;1;2017;6;16;1;8;16;1;16;3
15917;33521;9;9;22;1;1;2;1;1;2017;7;16;1;7;15;7;8;21
15918;33522;9;22;22;1;1;1;1;1;203;2;8;1;7;15;7;9;9
15919;33523;9;20;22;1;1;1;1;1;2009;3;9;1;7;15;2;6;55
15920;33524;9;12;22;1;1;2;1;1;2017;9;16;1;2;15;4;1;3
15921;33525;9;9;22;1;1;2;1;1;2017;6;16;1;2;15;4;17;3
15922;33526;9;18;22;1;1;2;1;1;2009;3;9;1;2;15;4;1;21
15923;33528;9;10;22;1;1;2;1;1;2009;3;9;1;7;15;7;1;9
15924;33531;9;22;22;1;1;1;1;1;8;225;7;1;3;15;7;8;21
15925;33532;9;13;22;1;1;2;1;1;8;226;7;1;8;14;1;16;21
15926;33533;9;15;48;1;1;2;1;1;8;213;10;1;7;15;1;8;3
15927;33534;9;14;22;1;1;2;1;1;8;219;10;1;2;15;4;1;9
15929;33537;9;12;22;2;1;2;1;1;2008;9999;9;1;7;15;8;4;36
15930;33538;9;20;43;1;1;1;1;1;2019;9999;6;1;3;15;7;18;9
15931;33540;9;14;43;1;1;2;1;1;2019;9999;6;1;3;15;7;18;42
15932;33541;9;12;22;1;1;2;1;1;9;255;8;1;8;18;7;18;36
15933;33542;9;9;11;1;1;2;1;1;9;194;8;1;3;15;7;18;9
15934;33543;9;16;43;1;1;2;1;1;9;293;8;1;8;18;7;12;31
15935;33545;9;17;48;1;1;2;1;1;2020;0;5;1;1;15;3;2;9
15936;33547;9;10;43;1;1;2;1;1;9999;194;7;1;8;14;1;16;9
15937;33548;9;11;43;1;1;2;1;1;2017;47;5;1;8;14;1;16;9
15938;33549;9;12;43;1;1;2;1;1;2017;52;5;1;8;13;2;11;46
15939;33550;9;13;43;1;1;2;1;1;2017;59;5;1;8;14;1;16;9
15940;33551;9;11;43;1;1;2;1;1;2009;8;6;1;2;15;4;1;9
15941;33552;9;16;43;1;1;2;1;1;2009;7;6;1;2;15;1;1;31
15942;33554;9;9;43;1;1;2;1;1;2009;9;6;1;8;13;2;11;9
15944;33560;9;20;43;1;1;1;1;1;2010;10;7;1;7;14;1;16;21
15945;33562;9;21;43;1;1;1;1;1;2016;9999;3;1;8;13;2;11;21
15946;33567;9;12;43;1;1;2;1;1;2017;23;8;1;8;18;7;18;21
15947;33568;9;13;43;1;1;2;1;1;2017;33;8;1;3;15;8;18;21
15948;33569;9;21;43;1;1;1;1;1;2017;25;8;1;8;14;1;16;9
15949;33570;9;20;43;1;1;1;1;1;2017;17;8;1;4;15;4;1;36
15950;33571;9;14;22;1;1;2;1;1;2011;21;6;1;3;15;8;18;21
15951;33572;9;13;43;1;1;2;1;1;2017;29;8;1;3;15;7;18;9
15952;33574;9;22;43;1;1;1;1;1;2017;18;8;1;3;15;7;13;21
15953;33575;9;19;43;1;1;1;1;1;2017;18;8;1;8;14;7;16;21
15954;33576;9;16;43;1;1;2;1;1;2017;26;8;1;3;15;7;16;21
15955;33577;9;13;11;1;1;2;1;1;208;22;7;1;3;15;7;6;21
15956;33578;9;19;11;1;1;1;1;1;2125;17;7;1;3;15;7;6;3
15958;33580;9;22;11;1;1;1;1;1;2125;18;7;1;4;15;4;1;9
15959;33581;9;21;11;1;1;1;1;1;2125;24;7;1;2;15;4;1;55
15960;33582;9;17;11;1;1;2;1;1;2125;17;7;1;2;15;4;1;38
15961;33583;9;16;11;1;1;2;1;1;208;21;7;1;2;15;4;1;400
15962;33584;9;9;11;1;1;2;1;1;2125;23;7;1;3;15;7;4;21
15963;33585;9;2;11;1;1;1;1;1;2125;19;7;1;2;15;4;1;38
15964;33587;9;12;22;2;1;2;1;1;2008;9999;5;1;2;15;4;1;9
15965;33588;9;19;22;2;1;1;1;1;2008;9999;9;1;1;15;1;4;406
15966;33590;9;12;22;1;1;2;1;1;9;236;7;2;2;15;6;1;21
15967;33595;9;20;22;1;1;1;1;1;9;236;8;2;2;15;4;1;9
15968;33596;9;13;23;1;1;2;1;1;413;93;8;1;8;18;9;10;9
15974;33604;9;12;39;1;1;2;1;1;13;304;7;1;8;16;1;18;9
15975;33605;9;2;39;1;2;1;2;1;8;658;7;1;8;18;8;10;9
15976;33606;9;17;39;1;1;2;1;1;8;646;7;1;8;18;7;18;9
15977;33607;9;16;39;1;1;2;1;1;8;645;7;1;1;15;1;18;9
15978;33608;9;19;13;1;1;1;1;1;7311;66;7;1;7;15;3;1;33
15979;33609;9;12;39;1;1;2;1;1;8;637;7;1;8;18;7;11;33
15983;33617;9;15;23;1;1;2;1;1;7048;16;6;1;1;15;1;2;9
15984;33618;9;18;23;1;1;2;1;1;714;9;6;1;8;13;9;1;9
15985;33619;9;21;23;1;1;1;1;1;7048;12;5;1;3;15;6;5;31
16000;33637;9;2;23;1;1;1;1;1;802;104;9;2;2;15;4;1;36
16001;33638;9;16;23;1;1;2;1;1;802;116;9;2;7;2;9;10;9
16002;33639;9;1;23;1;1;1;1;1;802;115;9;2;7;2;9;10;31
16003;33640;9;7;23;1;1;2;1;1;802;136;9;1;8;18;9;11;9
16004;33641;9;18;23;1;1;2;1;1;802;162;9;2;8;18;9;11;9
16005;33642;9;12;23;1;1;2;1;1;802;167;10;2;2;15;5;1;59
16006;33643;9;11;23;1;1;2;1;1;802;138;9;2;8;18;9;11;9
16007;33644;9;14;23;1;1;2;1;1;802;145;9;2;1;15;1;10;32
16008;33646;9;10;23;1;1;2;1;1;6;174;8;1;2;15;8;1;9
16009;33647;9;11;23;1;1;2;1;1;6;174;8;1;2;15;4;1;3
16010;33648;9;15;23;2;1;2;1;1;7049;9999;7;1;1;15;1;4;9
16011;33649;9;13;23;2;1;2;1;1;7014;9999;7;1;8;18;9;11;9
16012;33650;9;11;23;1;1;2;1;1;4;113;8;1;8;14;1;16;21
16013;33651;9;6;23;1;1;2;1;1;4;114;8;1;1;15;1;4;439
16015;33654;9;9;23;1;1;2;1;1;13;232;8;2;8;18;9;10;9
16016;33655;9;13;23;1;1;2;1;1;7062;1;8;1;3;15;8;6;38
16017;33656;9;19;23;1;1;1;1;1;13;240;8;1;3;15;8;1;42
16018;33657;9;16;23;1;1;2;1;1;7040;2;8;1;2;15;4;1;9
16019;33658;9;12;23;1;1;2;1;1;13;240;8;1;3;15;8;16;3
16020;33659;9;16;23;1;1;2;1;1;7062;0;8;1;1;15;3;4;38
16021;33660;9;15;23;1;1;2;1;1;13;232;8;2;8;14;1;16;21
16022;33661;9;20;23;1;1;1;1;1;7040;2;8;1;8;14;4;18;21
16023;33662;9;8;23;2;1;2;1;1;7035;9999;7;1;1;15;3;4;21
16024;33666;9;15;23;1;1;2;1;1;7058;2;8;1;3;15;8;6;21
16025;33667;9;8;23;1;1;2;1;1;413;82;8;1;8;18;9;11;9
16026;33668;9;18;23;1;1;2;1;1;413;92;8;1;3;15;8;1;36
16027;33669;9;10;23;1;1;2;1;1;705;25;8;1;8;18;9;11;9
16028;33670;9;12;23;1;1;2;1;1;7021;9999;8;1;2;15;4;20;3
16029;33671;9;16;23;1;1;2;1;1;7017;2;8;1;3;15;8;6;46
16030;33672;9;7;23;1;1;2;1;1;6;120;8;1;2;15;4;1;9
16031;33673;9;15;23;1;1;2;1;1;7001;9999;7;1;2;15;4;1;9
16032;33676;9;10;23;1;1;2;1;1;6;143;8;1;3;15;8;6;9
16033;33677;9;20;23;1;1;1;1;1;6;148;8;1;3;15;8;6;9
16034;33679;9;19;24;1;1;1;1;1;16;431;7;1;3;15;1;1;21
16035;33680;9;5;24;1;1;1;1;1;2;433;7;1;8;14;1;18;9
16036;33681;9;6;24;1;1;2;1;1;2;421;7;1;8;14;1;18;31
16037;33682;9;14;55;1;1;2;1;1;16;340;7;1;8;18;9;11;3
16038;33683;9;22;55;1;1;1;1;1;505;97;7;1;2;15;3;1;9
16039;33684;9;19;55;1;1;1;1;1;2;368;7;1;8;14;1;18;9
16040;33688;9;13;55;1;1;2;1;1;6203;2;5;1;2;15;3;1;48
16041;33689;9;19;55;1;1;1;1;1;16;325;6;1;1;15;3;4;21
16042;33690;9;15;55;1;1;2;1;1;610;9999;5;1;8;14;1;18;31
16043;33694;9;10;24;1;1;2;1;1;16;370;7;1;1;15;3;4;36
16045;33699;9;10;55;2;1;2;1;1;511;58;5;1;1;15;1;4;9
16046;33700;9;19;55;1;1;1;1;1;2;404;7;1;2;15;4;1;36
16047;33701;9;13;55;1;1;2;1;1;508;184;6;1;8;14;1;16;9
16048;33705;9;0;24;1;1;1;1;1;16;417;7;1;8;18;2;11;59
16049;33706;9;22;24;1;1;1;1;1;16;413;7;1;2;15;2;1;9
16050;33707;9;11;24;1;1;2;1;1;16;418;7;1;3;15;6;1;32
16051;33708;9;12;24;1;1;2;1;1;16;415;7;1;2;15;1;1;9
16052;33709;9;13;24;1;1;2;1;1;16;406;7;1;4;15;1;1;9
16053;33710;9;11;24;1;1;2;1;1;2;9999;7;1;2;15;1;1;3
16054;33711;9;20;24;1;1;1;1;1;16;9999;7;1;3;15;3;1;9
16055;33712;9;11;24;1;1;2;1;1;19;18;6;1;3;7;3;1;9
16056;33714;9;16;24;1;1;2;1;1;19;19;6;1;4;15;4;1;439
16057;33715;9;13;55;1;1;2;1;1;2;412;7;1;8;14;2;1;9
16058;33716;9;18;24;1;1;2;1;1;19;22;7;1;2;15;2;1;31
16059;33717;9;16;24;1;1;2;1;1;16;9999;7;1;1;15;1;4;9
16060;33721;9;20;24;1;1;1;1;1;6209;10;4;1;8;14;1;18;3
16061;33722;9;12;24;1;1;2;1;1;16;386;7;1;1;15;1;4;38
16062;33723;9;18;24;1;1;2;1;1;6209;7;5;1;1;15;1;4;21
16063;33725;9;5;63;1;1;1;1;1;10;442;6;1;8;13;9;11;21
16065;33727;9;20;63;1;1;1;1;1;12;9999;6;1;3;15;5;12;82
16067;33735;9;13;63;1;1;2;1;1;704;9999;7;1;2;15;1;1;9
16068;33736;9;16;63;1;1;2;1;1;10;545;6;1;8;13;2;11;9
16069;33737;9;20;63;1;1;1;1;1;1500;9999;4;1;8;13;9;11;9
16070;33739;9;11;63;1;1;2;1;1;113;9999;6;1;8;15;2;16;9
16071;33740;9;19;63;1;1;1;1;1;113;15;6;1;8;13;7;11;9
16072;33741;9;11;63;1;1;2;1;1;10;538;6;1;8;13;3;18;21
16073;33742;9;18;63;1;1;2;1;1;703;33;7;1;8;12;2;11;21
16074;33743;9;15;13;1;1;2;1;1;9999;814;6;1;8;13;2;1;9
16075;33744;9;5;13;1;1;1;1;1;9999;817;6;1;8;13;2;11;31
16077;33746;9;13;25;1;1;2;1;1;1502;9999;4;1;8;14;2;18;9
16078;33748;9;14;63;1;1;2;1;1;10;432;6;1;2;15;4;1;5
16079;33749;9;14;63;1;1;2;1;1;10;441;6;1;8;13;7;11;21
16080;33750;9;11;25;1;1;2;1;1;1501;9999;4;1;7;15;3;8;9
16081;33751;9;14;25;1;1;2;1;1;1502;9999;4;2;8;18;8;4;48
16082;33752;9;14;25;1;1;2;1;1;1502;9999;4;1;7;15;8;4;21
16083;33753;9;2;63;1;1;1;1;1;12;9999;6;1;8;18;9;18;31
16084;33754;9;13;63;1;1;2;1;1;10;496;6;1;4;1;9;18;9
16085;33755;9;16;25;2;1;2;1;1;1507;35;6;1;7;15;7;1;32
16086;33756;9;11;25;1;1;2;1;1;10;279;9;1;2;15;1;18;21
16087;33757;9;13;25;1;1;2;1;1;9;416;9;1;7;15;8;1;3
16088;33758;9;1;25;1;1;1;1;1;1506;68;7;1;8;13;7;1;32
16089;33759;9;18;25;1;1;2;1;1;10;369;9;1;7;15;7;18;341
16090;33760;9;11;25;1;1;2;1;1;10;386;9;1;2;15;1;1;38
16091;33761;9;0;25;1;1;1;1;1;10;381;9;1;8;13;7;1;9
16092;33762;9;22;25;1;1;1;1;1;1506;29;4;1;8;13;7;1;42
16093;33764;9;19;25;1;1;1;1;1;1510;9999;7;1;7;15;1;1;9
