;NUM_ACC;MOIS_ACC;HEU_ACC;COD_PRV;COD_ETA_CHA;COD_ETA_SUR;COD_LUM;COD_INT;TYP_LIE_ACC;NUM_ROU;PKM;LAR_CHA;COD_TYP_CHA;COD_TYP_COL;COD_OBS_HRT;COD_POI_CHO;COD_MAN;CIR_ACC
408;524;1;6;57;1;1;1;1;1;2107;12;9;1;8;18;9;18;21
409;525;1;12;11;1;1;2;1;1;9;184;6;1;1;15;1;4;9
410;526;1;17;11;1;1;2;1;1;205;3;7;1;8;18;7;11;9
411;527;1;13;11;1;1;2;1;1;2135;22;7;1;3;15;7;6;21
413;529;1;13;11;1;1;2;1;1;2125;0;7;1;3;15;7;6;9
414;530;1;21;22;1;1;1;1;1;8;240;10;1;7;15;1;8;21
415;532;1;22;22;1;1;1;1;1;7;135;16;1;2;15;4;1;46
416;534;1;15;22;1;1;2;1;1;2009;3;9;1;7;15;7;4;9
417;538;1;12;11;1;1;2;1;1;8;301;7;1;8;14;7;16;21
418;539;1;20;11;1;1;1;1;1;2115;1;7;1;3;15;7;6;21
419;540;1;15;11;1;1;2;1;1;8;347;7;1;2;15;4;1;9
420;541;1;20;11;1;1;1;1;1;2125;18;7;1;1;15;1;4;31
421;545;1;9;22;1;1;2;1;1;7;137;16;1;7;15;7;8;53
422;546;1;10;22;1;1;2;1;1;7;136;16;1;2;15;4;1;33
423;547;1;14;22;1;1;2;1;1;7;127;16;1;2;15;4;1;3
425;550;1;21;22;1;1;1;1;1;8;239;9;2;8;13;7;11;9
426;551;1;13;22;1;1;2;1;1;8;266;9;1;7;15;7;1;9
427;556;1;20;22;1;1;1;1;1;2017;3;16;1;1;15;1;4;31
428;557;1;21;11;1;1;1;1;1;2135;1;6;1;8;18;1;10;9
429;558;1;23;11;1;1;1;1;1;9;195;6;1;8;13;9;11;21
430;559;1;22;11;1;1;1;1;1;9;147;9;1;3;15;5;18;21
431;560;1;18;57;1;1;1;1;1;2107;3;6;1;3;15;5;18;9
432;561;1;20;57;1;1;1;1;1;2104;6;7;1;8;18;9;18;32
433;562;1;14;57;1;1;2;1;1;8;297;8;1;3;15;2;4;3
434;563;1;21;48;1;1;1;1;1;803;334;12;2;2;15;1;1;31
435;564;1;19;48;1;1;1;1;1;201;6;6;1;1;15;3;4;9
436;565;1;22;48;1;1;1;1;1;8;157;11;1;1;15;1;4;9
437;566;1;12;43;1;1;2;1;1;2019;9999;6;1;8;14;1;18;38
438;568;1;9;43;1;1;2;1;1;2017;18;18;1;8;18;9;18;46
439;569;1;16;48;1;1;2;1;1;2022;20;6;1;8;14;1;18;33
440;570;1;14;43;1;1;2;1;1;2022;58;6;1;8;14;1;18;9
441;571;1;17;43;1;1;2;1;1;2010;34;7;1;8;15;1;18;36
442;586;1;11;22;1;1;2;1;1;9;236;9;2;8;18;1;1;9
443;589;1;0;22;1;1;1;1;1;9;231;9;2;8;8;1;10;71
444;591;1;15;22;1;1;2;1;1;2008;9999;9;1;7;15;7;1;21
445;593;1;10;22;1;1;2;1;1;9;236;9;2;7;15;7;9;32
446;594;1;20;11;1;1;1;1;1;2115;6;7;1;2;15;4;1;38
447;596;1;8;43;1;1;2;1;1;2117;25;7;1;1;15;1;4;31
448;597;1;18;11;1;1;1;1;1;210;48;7;1;1;15;1;4;9
449;600;1;12;11;1;1;2;1;1;2123;9;7;1;3;15;7;4;9
450;603;1;12;43;1;1;2;1;1;2016;18;7;1;8;14;1;18;9
451;604;1;16;11;1;1;2;1;1;2125;0;7;1;1;15;1;4;9
452;605;1;18;11;1;1;1;1;1;2125;0;7;1;8;14;7;16;9
453;607;1;16;11;1;1;2;1;1;8;339;7;1;3;15;7;6;9
454;609;1;16;11;1;1;2;1;1;8;339;7;1;2;15;4;1;31
455;610;1;7;11;1;1;2;1;1;8;344;7;1;2;15;4;1;31
456;611;1;17;11;1;1;2;1;1;206;103;2;1;2;15;4;1;32
457;612;1;10;11;1;1;2;1;1;2115;1;7;1;2;15;4;1;32
458;614;1;12;11;1;1;2;1;1;2135;0;7;1;8;18;7;11;9
459;615;1;12;11;1;1;2;1;1;208;0;7;1;8;14;7;16;3
460;616;1;13;11;1;1;2;1;1;8;301;7;1;3;15;7;6;38
461;617;1;13;11;1;1;2;1;1;8;301;7;1;2;15;4;1;32
462;618;1;16;11;1;1;2;1;1;8;301;7;1;3;15;7;6;9
463;619;1;14;11;1;1;2;1;1;8;303;7;1;3;15;7;6;71
464;620;1;3;11;1;1;1;1;1;8;300;7;1;8;7;1;17;38
465;621;1;15;11;1;1;2;1;1;8;308;7;1;2;15;4;1;42
466;622;1;15;11;1;1;2;1;1;8;301;7;1;2;15;4;1;3
467;623;1;12;11;1;1;2;1;1;2125;14;7;1;3;15;7;6;9
468;625;1;20;22;1;1;1;1;1;7;134;16;1;2;15;4;1;3
469;626;1;12;22;1;1;2;1;1;7;136;16;1;2;15;4;1;3
470;629;1;18;22;1;1;1;1;1;7;137;16;1;2;15;4;1;21
472;633;1;10;22;1;1;2;1;1;7;135;16;1;2;15;4;1;21
473;634;1;18;22;1;1;1;1;1;7;130;16;1;7;15;8;6;3
474;635;1;21;22;1;1;1;1;1;7;135;16;1;7;15;8;4;3
475;638;1;21;11;1;1;1;1;1;2137;10;7;1;2;15;4;1;21
476;639;1;8;11;1;1;2;1;1;205;6;7;1;2;15;4;1;38
477;641;1;18;11;1;1;1;1;1;208;26;7;1;2;15;4;1;38
478;642;1;19;11;1;1;1;1;1;208;26;7;1;2;15;4;1;9
479;644;1;18;22;1;1;1;1;1;212;9999;10;1;2;15;7;8;31
480;645;1;14;22;1;1;2;1;1;2008;9999;9;1;3;15;7;1;3
481;648;1;19;22;1;1;1;1;1;8;241;10;1;7;15;7;6;341
482;649;1;16;22;1;1;2;1;1;8;242;10;1;7;15;4;1;59
483;651;1;13;22;1;1;2;1;1;7;132;16;1;7;15;8;4;21
484;653;1;14;22;1;1;2;1;1;7;137;16;1;8;2;8;10;21
485;654;1;21;22;1;1;1;1;1;212;6;8;1;7;15;8;8;9
486;656;1;10;22;1;1;2;1;1;8;236;10;1;2;15;1;1;21
488;658;1;22;22;1;1;1;1;1;8;236;10;1;3;15;8;6;32
490;660;1;15;22;1;1;2;1;1;212;5;9;1;3;15;8;6;42
491;661;1;9;22;1;1;2;1;1;212;5;6;1;7;15;7;1;450
492;664;1;12;22;1;1;2;1;1;8;260;9;2;8;14;1;16;341
494;668;1;20;22;1;1;1;1;1;8;265;9;2;8;14;1;16;42
495;669;1;17;22;1;1;2;1;1;8;264;9;2;8;13;8;11;9
496;670;1;7;22;1;1;2;1;1;210;3;8;1;2;15;4;1;31
497;672;1;23;22;1;1;1;1;1;8;259;9;2;2;15;4;1;9
498;673;1;21;22;1;1;1;1;1;2012;9999;8;1;2;15;1;1;31
499;674;1;20;22;1;1;1;1;1;2006;14;7;1;1;15;1;4;9
500;675;1;10;22;1;1;2;1;1;2006;10;7;1;7;15;3;8;46
503;678;1;20;22;1;1;1;1;1;9;249;8;1;2;15;4;1;38
504;679;1;17;22;1;1;2;1;1;2006;8;7;1;2;15;4;1;21
505;680;1;12;22;1;1;2;1;1;8;265;9;2;7;15;8;8;43
506;682;1;20;22;1;1;1;1;1;8;263;9;2;7;15;7;1;31
507;684;1;23;22;1;1;1;1;1;2017;5;16;1;7;15;7;15;9
508;685;1;18;22;1;1;1;1;1;203;3;8;1;8;14;1;16;82
509;686;1;19;22;1;1;1;1;1;2017;9;16;1;2;15;4;1;21
510;689;1;21;22;1;1;1;1;1;2017;5;16;1;7;15;8;4;9
511;690;1;9;22;1;1;2;1;1;2017;5;16;1;8;7;1;11;9
512;691;1;19;22;1;1;1;1;1;2017;14;8;1;2;15;4;1;9
513;692;1;1;22;1;1;1;1;1;2017;10;16;1;7;15;8;8;9
514;693;1;9;22;1;1;2;1;1;2017;4;16;1;8;14;1;16;31
515;695;1;9;11;1;1;2;1;1;9;191;6;1;3;15;8;7;21
516;696;1;15;57;1;1;2;1;1;2101;0;6;1;3;15;1;6;21
517;697;1;13;57;1;1;2;1;1;7;68;7;1;2;15;1;1;9
518;698;1;18;11;1;1;1;1;1;206;12;6;1;2;15;1;1;21
519;699;1;13;22;1;1;2;1;1;7;108;7;1;4;15;4;1;9
520;702;1;11;22;1;1;2;1;1;2017;8;16;1;7;15;3;7;82
521;703;1;13;22;1;1;2;1;1;203;4;8;1;7;15;4;20;99
522;704;1;12;57;2;1;2;1;1;2114;20;6;1;8;18;1;10;46
523;705;1;12;57;1;1;2;1;1;2118;23;7;1;8;18;1;10;9
524;707;1;12;11;1;1;2;1;1;9;223;7;1;2;15;1;1;99
525;708;1;15;22;2;1;2;1;1;2002;1;6;1;1;15;1;4;32
526;709;1;12;11;1;1;2;1;1;9;214;7;1;8;18;1;11;21
527;710;1;19;57;1;1;1;1;1;803;150;7;2;8;18;1;10;31
528;711;1;6;57;1;1;1;1;1;803;169;7;2;2;15;1;1;9
529;712;1;18;57;1;1;1;1;1;8301;5;7;2;8;18;1;11;9
530;713;1;12;57;1;1;2;1;1;803;191;7;2;8;18;1;10;9
531;714;1;7;48;1;1;2;1;1;207;85;12;2;2;15;2;1;71
532;715;1;18;48;1;1;1;1;1;212;70;6;1;3;15;1;1;9
533;716;1;17;48;1;1;2;1;1;212;79;6;1;2;15;1;1;9
534;717;1;20;48;1;1;1;1;1;212;75;6;1;7;15;7;4;9
535;718;1;17;48;1;1;2;1;1;212;54;6;1;7;15;2;4;32
536;719;1;17;48;1;1;2;1;1;212;59;6;1;7;15;4;1;9
537;720;1;9;57;1;1;2;1;1;803;107;7;2;8;18;1;11;9
538;721;1;10;57;1;1;2;1;1;2118;2;7;1;8;18;1;10;3
539;722;1;12;57;1;1;2;1;1;8;289;7;1;3;15;1;1;33
540;723;1;12;57;1;1;2;1;1;8;276;8;1;1;15;1;4;9
542;725;1;19;22;1;1;1;1;1;8;221;7;1;2;15;1;1;21
543;726;1;11;22;1;1;2;1;1;8;223;7;1;7;15;8;6;9
544;727;1;20;22;1;1;1;1;1;8;225;7;1;8;18;7;11;9
545;728;1;21;22;1;1;1;1;1;8;223;7;1;8;14;1;16;32
546;729;1;15;22;1;1;2;1;1;2030;28;6;1;8;13;1;18;9
547;730;1;12;22;1;1;2;1;1;2030;29;6;1;2;15;4;18;32
548;731;1;17;48;1;1;2;1;1;201;18;6;1;2;15;2;1;21
549;732;1;11;48;1;1;2;1;1;8;136;6;1;2;15;1;1;42
550;733;1;16;48;1;1;2;1;1;8;138;6;1;3;15;1;1;31
551;734;1;3;22;1;1;1;1;1;9;253;8;1;8;18;4;18;38
552;735;1;15;22;1;1;2;1;1;9;260;8;1;8;18;9;18;21
553;736;1;11;22;1;1;2;1;1;9;261;8;1;3;15;5;18;82
554;737;1;18;22;1;1;1;1;1;9;253;8;1;3;15;5;18;21
555;739;1;12;22;1;1;2;1;1;9;260;8;1;3;15;5;18;430
556;740;1;21;43;1;1;1;1;1;2009;9;7;1;2;15;4;18;21
557;741;1;3;22;1;1;1;1;1;2007;9999;7;1;8;18;9;18;21
559;743;1;12;22;1;1;2;1;1;212;23;7;1;3;15;3;18;9
560;745;1;20;43;1;1;1;1;1;2010;36;7;1;8;14;1;18;9
561;746;1;20;43;1;1;1;1;1;2010;26;7;1;8;18;1;18;32
562;749;1;12;43;1;1;2;1;1;2010;22;7;1;3;15;6;18;9
563;750;1;12;43;1;1;2;1;1;2012;22;7;1;2;15;4;18;9
564;751;1;9;43;1;1;2;1;1;9999;171;8;1;8;15;1;18;9
565;752;1;23;43;1;1;1;1;1;9999;182;8;1;8;18;9;18;3
566;753;1;11;43;1;1;2;1;1;9999;171;8;1;8;18;9;18;82
567;754;1;18;43;1;1;1;1;1;9999;166;8;1;3;15;5;18;82
568;755;1;0;43;1;1;1;1;1;9999;167;8;1;8;14;1;18;21
569;756;1;12;43;1;1;2;1;1;9999;161;8;1;1;15;1;18;9
570;757;1;17;43;1;1;2;1;1;9999;9999;8;1;3;15;3;19;9
571;758;1;12;43;1;1;2;1;1;9;314;8;1;2;15;4;18;9
572;759;1;12;43;1;1;2;1;1;9;300;8;1;8;18;9;18;9
573;761;1;6;43;1;1;1;1;1;9;270;8;1;8;15;4;18;32
574;762;1;12;22;1;1;2;1;1;9;264;8;1;8;18;9;18;100
575;763;1;18;22;1;1;1;1;1;9;256;8;1;8;14;1;18;32
577;765;1;13;13;1;1;2;1;1;10;646;6;1;3;15;1;1;32
578;766;1;10;13;1;1;2;1;1;10;649;6;1;2;15;1;1;59
580;768;1;0;13;1;1;1;1;1;10;653;6;1;8;2;1;1;9
582;772;1;19;13;1;4;1;1;1;10;550;8;1;2;15;4;20;9
583;773;1;13;13;1;1;2;1;1;7101;3;6;1;3;15;2;1;31
584;775;1;20;53;1;1;1;1;1;7318;9999;3;1;8;18;1;1;9
585;776;1;19;53;1;1;1;1;1;9999;9999;4;1;3;15;3;2;46
586;777;1;12;19;1;1;2;1;1;7307;3;4;1;8;13;9;1;9
587;779;1;8;53;1;1;2;1;1;503;184;7;1;8;13;9;16;9
589;783;1;13;53;1;1;2;1;1;7319;9999;6;1;8;14;1;1;9
590;784;1;10;53;1;1;2;1;1;503;198;6;1;8;18;1;1;9
594;789;1;11;53;1;1;2;1;1;13;396;6;1;7;13;3;18;31
595;790;1;19;53;1;1;1;1;1;7109;11;4;1;1;15;2;4;31
596;791;1;16;13;1;1;2;1;1;13;544;6;1;3;15;2;1;31
597;792;1;9;13;1;1;2;1;1;13;513;6;1;8;12;1;1;43
598;793;1;4;53;1;1;1;1;1;13;509;6;1;8;18;1;1;21
599;794;1;11;13;1;1;2;1;1;10;646;6;1;3;15;1;1;9
600;795;1;12;13;1;1;2;1;1;10;728;10;1;3;15;4;1;9
601;796;1;17;13;1;1;2;1;1;10;700;6;1;7;18;9;10;9
603;798;1;19;13;1;1;1;1;1;13;603;7;1;3;15;8;2;31
604;799;1;15;13;1;1;2;1;1;13;600;7;1;3;15;8;4;9
605;800;1;10;13;1;1;2;1;1;7101;28;5;1;1;2;8;2;9
606;801;1;21;13;1;1;1;1;1;7101;2;6;1;7;15;2;1;9
607;802;1;14;13;1;1;2;1;1;7101;16;7;1;8;14;4;1;82
608;803;1;14;13;1;1;2;1;1;10;565;8;1;3;15;6;12;31
609;804;1;20;13;1;1;1;1;1;10;558;17;1;7;15;6;12;9
610;805;1;21;13;1;1;1;1;1;10;560;11;1;7;14;1;1;48
611;807;1;22;13;1;1;1;1;1;10;558;8;1;7;14;1;16;9
612;808;1;21;13;1;1;1;1;1;702;3;6;1;7;18;9;11;9
613;809;1;18;13;1;1;1;1;1;702;66;8;1;3;15;6;1;9
615;811;1;8;13;1;1;2;1;1;13;662;6;1;8;18;9;10;31
616;812;1;6;13;1;1;1;1;1;13;665;6;1;8;15;8;1;31
620;818;1;10;59;1;1;2;1;1;1903;9999;5;1;8;13;1;12;50
621;819;1;21;32;1;1;1;1;1;1300;10;10;1;8;18;1;18;32
622;820;1;12;32;1;1;2;1;1;102;13;5;1;1;15;1;2;21
624;822;1;8;37;1;1;2;1;1;1911;9999;5;1;8;13;9;12;9
629;829;1;8;32;1;1;2;1;1;1;1098;7;1;3;18;6;1;9
632;832;1;8;32;1;1;2;1;1;1;1166;6;1;8;18;1;18;9
633;833;1;21;32;1;1;1;1;1;1300;4;6;1;8;18;1;18;36
634;835;1;18;59;1;1;1;1;1;1915;9999;5;1;8;13;9;12;31
635;836;1;11;59;1;1;2;1;1;104;15;6;1;8;13;2;13;9
636;837;1;9;59;1;1;2;1;1;104;28;6;1;3;15;1;9;31
638;839;1;21;31;1;1;1;1;1;1;1221;7;1;8;18;9;1;59
639;840;1;21;31;1;1;1;1;1;1;1290;7;1;8;18;9;1;9
640;841;1;23;59;1;1;1;1;1;1;1018;6;1;8;13;3;12;9
641;843;1;17;59;1;1;2;1;1;1;1013;6;1;3;15;9;7;9
643;846;1;19;12;1;1;1;1;1;1;691;6;1;3;15;3;1;9
645;848;1;19;12;1;1;1;1;1;1;681;6;1;2;15;4;1;31
648;851;1;8;12;1;1;2;1;1;1;699;6;1;2;1;1;1;31
649;852;1;18;12;1;1;1;1;1;1;702;6;1;8;13;9;1;9
650;853;1;14;12;1;1;2;1;1;1;690;6;1;8;13;9;1;96
651;855;1;18;12;1;1;1;1;1;2026;9999;4;1;8;18;1;1;31
653;857;1;9;12;1;1;2;1;1;1;670;7;2;2;15;6;1;9
656;860;1;20;12;1;1;1;1;1;1;666;6;1;2;15;4;1;3
658;862;1;19;27;1;1;1;1;1;1;627;12;1;8;14;4;1;9
662;866;1;14;12;1;1;2;1;1;1;721;9;1;3;15;3;1;32
663;867;1;14;12;1;1;2;1;1;1;751;19;1;7;14;1;1;9
664;868;1;12;12;1;1;2;1;1;1;750;10;1;3;15;3;4;341
665;869;1;19;12;1;1;1;1;1;2201;9999;5;1;3;15;2;4;32
666;870;1;20;24;1;1;1;1;1;16;414;7;1;7;5;1;10;33
667;871;1;18;24;1;1;1;1;1;2;427;9;1;8;18;9;11;33
668;874;1;20;55;1;1;1;1;1;511;29;6;1;7;15;2;1;9
669;875;1;18;55;1;1;1;1;1;16;322;6;1;3;15;8;4;3
670;876;1;16;55;1;1;2;1;1;2;372;6;1;3;15;3;4;31
671;880;1;14;24;1;1;2;1;1;19;22;7;1;2;15;4;1;9
672;881;1;21;55;1;1;1;1;1;2;400;7;1;1;15;1;4;9
673;883;1;20;24;1;1;1;1;1;2;420;7;1;2;15;4;1;9
674;886;1;19;55;1;1;1;1;1;6201;9999;6;1;3;15;7;4;9
675;888;1;11;55;1;1;2;1;1;610;77;6;1;7;18;8;1;9
676;889;1;12;24;1;1;2;1;1;16;354;6;1;7;18;8;1;31
677;890;1;11;55;1;1;2;1;1;6201;20;6;1;7;18;8;1;31
679;896;1;21;24;1;1;1;1;1;16;427;8;1;8;7;2;11;9
680;898;1;23;24;1;1;1;1;1;19;69;7;1;8;18;2;11;9
681;899;1;17;24;1;1;2;1;1;2;437;10;1;3;15;1;4;9
682;900;1;20;24;1;1;1;1;1;2;427;9;1;3;15;7;4;342
693;918;1;11;19;1;1;2;1;1;710;34;6;1;8;18;9;1;9
718;950;1;6;18;1;1;1;1;1;802;48;7;2;2;15;1;1;9
723;957;1;17;18;1;1;2;1;1;6;40;6;1;2;15;1;1;21
726;964;1;21;18;1;1;1;1;1;6;28;6;1;2;15;1;1;9
729;968;1;16;18;1;1;2;1;1;6;55;6;1;8;13;1;11;9
732;971;1;17;18;1;1;2;1;1;407;88;6;1;1;15;1;2;32
748;992;1;14;18;1;1;2;1;1;404;27;6;1;2;15;1;1;82
753;998;1;18;18;1;1;1;1;1;404;10;6;1;8;14;3;16;59
785;1040;1;16;51;1;1;2;1;1;9;5;7;1;3;15;2;8;341
792;1049;1;0;51;1;1;1;1;1;1;338;7;2;8;9;1;10;46
795;1052;1;18;50;1;1;1;1;1;801;73;8;2;2;15;4;1;32
799;1061;1;14;72;1;1;2;1;1;315;6;8;2;3;15;3;8;32
804;1069;1;22;51;1;1;1;1;1;9;3;7;2;3;15;8;20;9
805;1070;1;17;51;1;1;2;1;1;3000;9999;6;1;3;15;3;4;38
809;1077;1;10;71;1;1;2;1;1;3305;9999;6;1;7;15;4;1;46
810;1078;1;19;51;1;1;1;1;1;3004;9999;7;2;3;15;4;1;9
816;1085;1;20;6;1;1;1;1;1;3324;4;5;1;1;15;1;2;42
817;1086;1;20;50;1;1;1;1;1;3015;7;6;1;8;18;1;18;9
818;1089;1;21;6;1;1;1;1;1;3324;2;5;1;8;14;1;16;48
819;1092;1;16;50;1;1;2;1;1;3015;7;6;1;7;15;1;18;21
820;1093;1;10;71;1;1;2;1;1;3010;10;6;1;2;15;4;1;32
821;1094;1;19;72;1;1;1;1;1;320;11;7;1;2;15;5;1;21
822;1095;1;9;72;1;1;2;1;1;3011;12;7;1;3;15;7;4;21
825;1104;1;18;72;1;1;1;1;1;320;21;7;1;2;15;2;8;33
846;1134;1;10;51;1;1;2;1;1;1;343;18;2;8;13;1;11;50
852;1145;1;10;51;2;1;2;1;1;3019;9999;6;1;7;15;1;14;59
858;1152;1;23;51;1;1;1;1;1;3006;9999;6;1;3;15;8;6;9
862;1156;1;10;51;1;1;2;1;1;3006;9999;6;1;3;15;8;6;9
865;1159;1;13;51;1;1;2;1;1;3006;9999;6;1;8;14;1;16;38
866;1160;1;19;51;1;1;1;1;1;3019;9999;6;1;2;15;4;1;82
867;1161;1;14;51;1;1;2;1;1;3301;9999;6;1;8;14;1;16;31
868;1162;1;16;51;1;1;2;1;1;3002;9999;6;1;8;14;1;16;31
869;1163;1;11;51;1;1;2;1;1;9;5;12;1;8;14;1;16;31
872;1167;1;16;51;1;1;2;1;1;3002;9999;6;1;8;14;1;16;82
873;1168;1;17;51;1;1;2;1;1;3006;9999;6;1;3;15;3;12;9
874;1169;1;17;51;1;1;2;1;1;3006;9999;6;1;8;13;1;10;31
875;1170;1;9;51;2;1;2;1;1;3002;9999;6;1;3;15;8;6;3
878;1173;1;9;51;2;1;2;4;1;3006;9999;6;1;7;15;8;10;33
881;1178;1;16;72;1;1;2;1;1;3038;2;6;2;2;15;4;1;9
882;1185;1;15;72;1;1;2;1;1;3011;9999;6;1;2;15;4;1;9
883;1186;1;13;50;1;1;2;1;1;9999;1;25;1;3;15;9;1;33
884;1187;1;16;72;1;1;2;1;1;3011;3;7;2;3;15;3;1;82
886;1189;1;9;72;1;1;2;1;1;3032;3;7;2;3;15;7;1;21
888;1191;1;19;72;1;1;1;1;1;3011;3;15;2;3;15;9;12;21
889;1193;1;9;72;1;1;2;1;1;3013;1;16;2;3;15;3;16;32
891;1195;1;10;72;1;1;2;1;1;3009;9999;8;2;2;15;4;1;82
892;1196;1;8;72;1;1;2;1;1;3011;3;4;2;3;15;3;2;32
894;1199;1;22;50;2;1;1;1;1;3011;9999;7;1;3;15;3;2;21
895;1200;1;13;72;1;1;2;1;1;3009;0;15;1;3;15;8;2;31
897;1202;1;17;72;1;1;2;1;1;3009;9999;17;1;1;15;1;2;9
898;1203;1;10;50;1;1;2;1;1;3011;9999;14;1;2;15;4;1;9
899;1204;1;9;72;1;1;2;1;1;3011;3;6;1;7;14;1;15;32
900;1205;1;11;72;1;1;2;1;1;3011;3;7;1;3;15;5;13;100
902;1207;1;17;72;1;1;2;1;1;3009;3;8;1;3;15;9;2;96
903;1208;1;19;72;1;1;1;1;1;3011;3;7;1;3;15;2;1;9
904;1209;1;15;72;1;1;2;1;1;3011;3;7;1;7;15;1;1;38
905;1210;1;23;72;1;1;1;1;1;3011;9999;7;1;3;15;7;1;42
906;1211;1;9;72;1;1;2;1;1;3011;3;10;1;3;15;2;2;21
907;1212;1;15;72;1;1;2;1;1;3011;9999;12;1;1;15;1;2;9
908;1213;1;14;72;1;1;2;1;1;3009;9999;7;1;2;15;4;1;36
909;1214;1;20;72;1;1;1;1;1;3009;3;9;1;8;14;9;16;38
910;1215;1;20;72;1;2;1;2;1;3009;2;8;1;2;15;6;1;38
911;1216;1;18;72;1;1;1;1;1;3011;9999;7;1;7;14;1;16;21
912;1217;1;16;72;1;1;2;1;1;3032;9999;9;1;7;15;1;2;48
913;1218;1;18;72;1;1;1;1;1;3011;9999;14;1;7;14;1;16;21
915;1220;1;15;72;1;1;2;1;1;3011;4;7;2;2;15;6;1;82
916;1221;1;19;72;1;1;1;1;1;3011;9999;12;2;3;15;8;8;9
919;1224;1;9;71;1;1;2;1;1;315;10;9;2;7;9;1;1;32
920;1225;1;18;71;1;1;1;1;1;315;9;8;2;3;15;9;9;9
922;1227;1;18;71;1;1;1;1;1;3330;9999;6;1;2;15;4;1;9
923;1228;1;9;71;1;1;2;1;1;3336;9999;6;1;8;14;1;16;409
924;1229;1;14;71;1;1;2;1;1;3330;9999;6;1;3;15;6;15;9
925;1230;1;14;72;1;1;2;1;1;3038;6;7;1;2;15;1;1;21
926;1231;1;14;51;1;1;2;1;1;801;58;11;2;3;15;7;2;9
927;1232;1;8;51;1;1;2;1;1;8101;2;11;2;2;15;4;1;21
928;1233;1;19;51;1;1;1;1;1;801;9999;11;2;2;15;4;1;9
929;1234;1;12;51;1;1;2;1;1;801;54;11;2;8;18;1;1;9
930;1235;1;17;51;1;1;2;1;1;801;54;11;2;2;15;4;1;48
931;1236;1;14;50;1;1;2;1;1;9999;9999;5;1;2;15;1;1;3
932;1237;1;1;50;1;1;1;1;1;803;2;8;2;2;15;4;1;9
933;1238;1;11;50;1;1;2;1;1;3011;0;7;2;3;15;9;8;9
934;1239;1;21;72;1;1;1;1;1;3011;3;7;2;2;15;9;8;21
937;1243;1;17;72;1;1;2;1;1;3011;3;12;1;3;15;7;12;53
938;1244;1;10;72;1;1;2;1;1;1;379;9;1;2;1;4;1;9
940;1247;1;18;72;1;1;1;1;1;1;377;7;1;7;15;2;16;21
941;1248;1;21;72;1;1;1;1;1;3032;4;8;1;2;15;4;1;21
942;1250;1;18;72;2;1;1;1;1;3014;10;21;1;1;15;2;4;59
943;1251;1;15;72;1;1;2;1;1;3014;9;2;2;2;15;4;1;38
944;1254;1;14;71;1;1;2;1;1;9;20;9;1;2;15;4;1;38
945;1255;1;14;50;1;1;2;1;1;3015;9999;10;2;3;15;6;1;31
946;1258;1;11;71;1;1;2;1;1;9;21;8;1;8;18;1;18;21
947;1260;1;10;71;1;1;2;1;1;9;19;9;1;8;18;1;18;430
948;1265;1;9;50;1;1;2;1;1;3015;4;8;2;7;15;7;1;9
951;1268;1;10;71;1;1;2;1;1;9;28;7;2;2;15;4;1;31
953;1271;1;20;71;1;1;1;1;1;3336;9999;9;1;3;15;8;1;59
954;1272;1;19;71;1;1;1;1;1;9;29;8;1;3;15;2;4;9
955;1273;1;15;71;1;1;2;1;1;3330;9999;6;1;7;18;2;13;3
956;1274;1;21;51;1;1;1;1;1;322;10;8;1;7;2;1;1;3
957;1275;1;14;72;1;1;2;1;1;1;380;7;1;3;15;2;14;341
958;1278;1;17;72;1;1;2;1;1;3014;14;8;1;3;15;4;1;21
959;1280;1;7;72;1;1;2;1;1;3014;8;7;1;3;15;2;12;3
960;1282;1;19;72;1;1;1;1;1;3014;8;8;1;3;15;2;2;33
961;1283;1;22;72;1;1;1;1;1;3001;2;8;1;3;15;8;1;46
962;1284;1;20;72;1;1;1;1;1;3032;4;7;1;4;15;3;16;38
963;1286;1;13;72;1;1;2;1;1;1;382;9;1;3;15;2;2;9
964;1287;1;19;72;1;1;1;1;1;1;384;0;1;1;15;2;7;9
965;1288;1;10;72;1;1;2;1;1;3001;3;9;1;3;15;7;3;32
966;1289;1;21;72;1;1;1;1;1;3009;6;8;1;3;15;7;2;9
967;1290;1;19;72;1;1;1;1;1;1;378;7;1;2;15;5;14;9
968;1292;1;16;50;1;1;2;1;1;1;9999;7;1;7;15;7;14;9
969;1294;1;20;28;2;1;1;1;1;3615;9999;6;1;8;14;1;16;32
970;1295;1;21;54;1;1;1;1;1;803;37;8;1;8;14;1;16;31
971;1296;1;20;72;1;1;1;1;1;9;33;7;1;8;14;1;16;9
972;1297;1;1;72;1;1;1;1;1;9;35;7;1;8;14;1;16;3
973;1298;1;6;72;1;1;1;1;1;9;32;7;1;8;14;1;16;9
974;1299;1;9;54;1;1;2;1;1;3603;9999;7;1;7;14;1;2;9
975;1300;1;20;54;1;1;1;1;1;3607;9999;7;1;8;13;9;10;9
976;1301;1;13;54;1;1;2;1;1;305;78;6;1;3;15;2;1;9
977;1302;1;18;54;1;1;1;1;1;3627;9999;5;1;1;15;1;2;9
978;1303;1;7;54;1;1;2;1;1;3625;9999;7;1;8;14;4;1;82
980;1305;1;5;28;1;1;1;1;1;11;79;8;1;8;14;1;16;82
981;1307;1;22;54;1;1;1;1;1;9;41;7;1;1;15;1;4;3
