NUM_ACC,MOIS_ACC,HEU_ACC,COD_PRV,COD_ETA_CHA,COD_ETA_SUR,COD_LUM,COD_INT,TYP_LIE_ACC,NUM_ROU,PKM,LAR_CHA,COD_TYP_CHA,COD_TYP_COL,COD_OBS_HRT,COD_POI_CHO,COD_MAN,CIR_ACC
26010,7.0,19,22,1,1,1,1,1,7.0,135.0,16.0,1.0,7.0,15,3.0,1.0,9
26011,7.0,19,22,1,1,1,1,1,7.0,133.4,16.0,1.0,2.0,15,4.0,1.0,9
26012,7.0,23,22,2,1,1,1,1,2002.0,9999.99,5.0,1.0,8.0,13,7.0,10.0,9
26013,7.0,23,22,1,1,1,1,1,7.0,105.4,8.0,1.0,2.0,15,4.0,1.0,9
26015,7.0,0,22,1,1,1,1,1,7.0,105.9,8.0,1.0,8.0,13,7.0,10.0,9
26016,7.0,20,22,2,1,1,1,1,2002.0,9999.99,5.0,1.0,2.0,15,4.0,1.0,31
26017,7.0,20,22,1,1,1,1,1,8.0,234.0,10.0,1.0,2.0,15,4.0,1.0,9
26018,7.0,9,22,1,1,2,1,1,8.0,215.5,9.0,1.0,2.0,15,4.0,1.0,31
26019,7.0,18,22,1,1,2,1,1,8.0,226.4,7.0,1.0,7.0,15,7.0,8.0,430
26020,7.0,13,22,1,1,2,1,1,8.0,225.3,7.0,1.0,2.0,15,1.0,1.0,31
26021,7.0,12,22,1,1,2,1,1,2004.0,9999.99,7.0,1.0,3.0,15,8.0,8.0,9
26023,7.0,10,22,1,1,2,1,1,8.0,224.0,7.0,1.0,2.0,15,1.0,14.0,9
26024,7.0,10,22,1,1,2,1,1,8.0,225.8,7.0,1.0,8.0,14,1.0,16.0,9
26026,7.0,12,22,1,1,2,1,1,8.0,223.4,7.0,1.0,7.0,15,7.0,16.0,46
26027,7.0,13,22,1,1,2,1,1,8.0,226.0,7.0,1.0,8.0,14,1.0,16.0,31
26029,7.0,9,22,1,1,2,1,1,8.0,225.8,7.0,1.0,7.0,15,7.0,14.0,9
26030,7.0,20,22,1,1,1,1,1,8.0,226.4,7.0,1.0,1.0,15,1.0,4.0,9
26035,7.0,10,22,1,1,2,1,1,803.0,245.0,7.0,2.0,8.0,4,7.0,11.0,3
26037,7.0,12,22,1,1,2,1,1,8.0,264.0,9.0,2.0,8.0,14,1.0,16.0,21
26038,7.0,9,22,1,1,2,1,1,8.0,269.0,9.0,1.0,2.0,15,4.0,1.0,9
26042,7.0,19,22,1,1,1,1,1,8.0,266.0,4.0,1.0,7.0,15,8.0,8.0,21
26044,7.0,11,22,1,1,2,1,1,8.0,266.0,9.0,1.0,2.0,15,4.0,1.0,9
26045,7.0,12,22,1,1,2,1,1,8.0,266.5,9.0,1.0,2.0,15,4.0,1.0,3
26046,7.0,13,22,1,1,2,1,1,8.0,260.0,9.0,2.0,7.0,15,7.0,6.0,42
26047,7.0,13,22,1,1,2,1,1,210.0,2.0,8.0,1.0,1.0,15,1.0,4.0,21
26049,7.0,13,22,1,1,2,1,1,8.0,266.0,9.0,1.0,7.0,15,5.0,6.0,3
26050,7.0,23,22,1,1,1,1,1,2017.0,11.2,16.0,1.0,2.0,15,1.0,1.0,9
26051,7.0,9,22,1,1,2,1,1,2017.0,8.6,16.0,1.0,7.0,15,3.0,1.0,3
26055,7.0,21,22,1,1,1,1,1,203.0,5.2,8.0,1.0,7.0,15,7.0,17.0,31
26056,7.0,12,22,1,1,2,1,1,2017.0,6.1,16.0,1.0,2.0,15,4.0,1.0,42
26058,7.0,15,22,1,1,2,1,1,2017.0,7.0,16.0,1.0,7.0,15,7.0,14.0,9
26064,7.0,8,43,1,1,2,1,1,9.0,332.0,8.0,1.0,4.0,1,1.0,1.0,9
26066,7.0,20,43,1,1,1,1,1,2010.0,20.5,9.0,1.0,1.0,15,1.0,8.0,9
26074,7.0,17,43,1,1,2,1,1,2017.0,37.0,8.0,1.0,1.0,15,1.0,18.0,409
26075,7.0,23,43,1,1,1,1,1,2010.0,34.3,8.0,1.0,2.0,15,1.0,1.0,9
26077,7.0,17,48,1,1,2,1,1,2026.0,17.2,8.0,1.0,2.0,15,1.0,1.0,430
26078,7.0,13,11,1,1,2,1,1,2117.0,9.0,6.0,1.0,2.0,15,2.0,1.0,21
26082,7.0,11,43,1,1,2,1,1,9.0,300.0,8.0,1.0,1.0,15,2.0,2.0,21
26084,7.0,10,43,1,1,2,1,1,2017.0,42.2,8.0,1.0,3.0,15,8.0,12.0,21
26085,7.0,23,43,1,1,1,1,1,2017.0,33.0,8.0,1.0,2.0,15,4.0,18.0,9
26087,7.0,17,43,2,1,2,1,1,2017.0,18.0,8.0,1.0,2.0,15,4.0,18.0,21
26088,7.0,12,43,1,1,2,1,1,2017.0,34.8,8.0,1.0,7.0,15,8.0,14.0,9
26089,7.0,14,43,1,1,2,1,1,2017.0,34.2,8.0,1.0,2.0,15,1.0,1.0,82
26091,7.0,12,43,1,1,2,1,1,2010.0,39.0,8.0,1.0,2.0,15,1.0,1.0,21
26094,7.0,19,43,1,1,1,1,1,2010.0,16.1,8.0,1.0,3.0,15,8.0,12.0,3
26095,7.0,12,43,1,1,2,1,1,9999.0,9999.99,8.0,1.0,3.0,1,5.0,21.0,9
26099,7.0,17,43,1,1,2,1,1,2017.0,40.1,8.0,1.0,2.0,15,4.0,17.0,400
26100,7.0,20,22,1,1,1,1,1,2011.0,22.3,7.0,1.0,2.0,15,4.0,18.0,21
26101,7.0,13,43,1,1,2,1,1,2010.0,42.3,8.0,1.0,3.0,15,7.0,1.0,38
26112,7.0,10,22,1,1,2,1,1,2006.0,10.3,8.0,1.0,8.0,18,7.0,18.0,9
26114,7.0,23,43,1,1,1,1,1,2010.0,14.1,8.0,1.0,2.0,15,4.0,18.0,21
26116,7.0,8,23,1,1,2,1,1,802.0,160.8,10.0,2.0,8.0,18,9.0,11.0,48
26117,7.0,12,23,1,1,2,1,1,802.0,114.5,9.0,2.0,8.0,18,9.0,10.0,21
26118,7.0,9,23,1,1,2,1,1,802.0,101.0,8.0,2.0,7.0,2,9.0,11.0,3
26122,7.0,8,23,1,1,2,1,1,413.0,91.2,8.0,1.0,8.0,14,1.0,16.0,9
26123,7.0,1,23,1,1,1,1,1,7017.0,3.0,8.0,1.0,8.0,18,9.0,11.0,9
26124,7.0,17,23,1,1,2,1,1,13.0,198.1,8.0,1.0,7.0,2,9.0,11.0,33
26127,7.0,1,23,1,1,1,1,1,802.0,103.0,9.0,2.0,2.0,15,4.0,1.0,31
26129,7.0,9,23,1,1,2,1,1,802.0,145.0,9.0,2.0,2.0,15,4.0,1.0,9
26130,7.0,7,23,1,1,2,1,1,802.0,151.5,9.0,1.0,7.0,2,9.0,11.0,21
26131,7.0,9,23,1,1,2,1,1,802.0,157.4,9.0,2.0,8.0,18,9.0,11.0,9
26132,7.0,6,23,1,1,2,1,1,802.0,130.0,9.0,2.0,7.0,2,9.0,1.0,31
26133,7.0,16,23,1,1,2,1,1,802.0,139.4,9.0,2.0,2.0,15,4.0,1.0,9
26134,7.0,16,23,1,1,2,1,1,802.0,159.6,10.0,2.0,7.0,2,9.0,11.0,9
26135,7.0,20,23,1,1,1,1,1,802.0,151.0,9.0,2.0,8.0,18,9.0,10.0,31
26136,7.0,21,23,1,1,1,1,1,802.0,157.9,9.0,2.0,2.0,15,4.0,1.0,31
26137,7.0,20,23,1,1,1,1,1,802.0,150.0,9.0,2.0,8.0,18,9.0,10.0,31
26138,7.0,17,23,1,1,2,1,1,802.0,114.2,9.0,2.0,7.0,10,9.0,10.0,21
26139,7.0,7,23,1,1,2,1,1,802.0,126.9,9.0,2.0,8.0,18,9.0,11.0,21
26140,7.0,6,23,1,1,2,1,1,802.0,122.4,9.0,2.0,7.0,10,9.0,10.0,38
26141,7.0,17,23,1,1,2,1,1,802.0,108.8,9.0,2.0,2.0,15,4.0,1.0,9
26142,7.0,4,23,1,1,1,1,1,802.0,109.7,9.0,2.0,7.0,2,9.0,11.0,21
26143,7.0,23,23,1,1,1,1,1,802.0,126.5,9.0,2.0,7.0,10,9.0,10.0,9
26147,7.0,16,39,1,1,2,1,1,7202.0,9999.99,7.0,1.0,7.0,18,1.0,1.0,36
26148,7.0,16,39,1,1,2,1,1,7231.0,2.0,7.0,1.0,8.0,18,9.0,1.0,46
26149,7.0,22,23,1,1,1,1,1,13.0,267.9,7.0,1.0,2.0,15,4.0,1.0,9
26150,7.0,19,39,1,1,1,1,1,7209.0,9999.99,7.0,1.0,7.0,15,1.0,1.0,38
26153,7.0,16,39,1,1,2,1,1,8.0,659.9,7.0,1.0,7.0,15,8.0,9.0,36
26182,7.0,1,23,1,1,1,1,1,6.0,151.0,8.0,1.0,8.0,18,9.0,11.0,21
26183,7.0,19,23,1,1,1,1,1,6.0,144.6,8.0,1.0,3.0,15,8.0,6.0,9
26184,7.0,10,23,1,1,2,1,1,13.0,205.0,8.0,1.0,8.0,18,9.0,10.0,36
26185,7.0,21,23,1,1,1,1,1,13.0,204.5,8.0,1.0,8.0,18,9.0,11.0,9
26186,7.0,14,23,1,1,2,1,1,13.0,191.4,8.0,1.0,2.0,15,4.0,1.0,3
26187,7.0,11,23,1,1,2,1,1,13.0,204.0,8.0,1.0,1.0,15,1.0,4.0,46
26188,7.0,23,23,2,1,1,1,1,7018.0,2.4,7.0,1.0,7.0,5,9.0,10.0,9
26189,7.0,17,23,1,1,2,1,1,13.0,203.8,8.0,1.0,1.0,15,1.0,4.0,9
26190,7.0,5,23,1,1,1,1,1,13.0,195.5,8.0,1.0,8.0,18,9.0,10.0,9
26192,7.0,21,23,1,1,1,1,1,7071.0,3.0,8.0,1.0,8.0,18,9.0,11.0,9
26193,7.0,19,23,1,1,1,1,1,7017.0,2.0,8.0,1.0,3.0,15,8.0,6.0,9
26194,7.0,7,23,1,1,2,1,1,7001.0,9999.99,7.0,1.0,8.0,18,9.0,11.0,21
26195,7.0,15,23,1,1,2,1,1,7017.0,1.5,8.0,1.0,3.0,15,8.0,6.0,21
26196,7.0,7,23,1,1,2,1,1,705.0,5.0,8.0,1.0,8.0,18,9.0,1.0,9
26199,7.0,11,23,1,1,2,1,1,705.0,28.2,8.0,1.0,1.0,15,1.0,4.0,9
26200,7.0,22,23,1,1,1,1,1,413.0,93.3,8.0,1.0,8.0,18,9.0,10.0,9
26202,7.0,18,23,1,1,2,1,1,13.0,232.8,8.0,2.0,4.0,15,9.0,1.0,21
26203,7.0,22,23,1,1,1,1,1,13.0,240.3,8.0,1.0,3.0,15,8.0,6.0,9
26206,7.0,14,23,1,1,2,1,1,13.0,236.0,8.0,2.0,2.0,15,4.0,1.0,31
26207,7.0,19,23,1,1,1,1,1,13.0,240.3,8.0,1.0,3.0,15,8.0,6.0,9
26208,7.0,15,23,1,1,2,1,1,7062.0,9.0,7.0,1.0,1.0,15,3.0,4.0,32
26209,7.0,16,23,1,1,2,1,1,13.0,230.3,8.0,2.0,2.0,15,4.0,1.0,21
26210,7.0,12,23,1,1,2,1,1,7040.0,2.2,8.0,1.0,7.0,10,9.0,11.0,3
26211,7.0,21,23,1,1,1,1,1,13.0,240.8,8.0,1.0,8.0,14,1.0,16.0,32
26213,7.0,20,23,1,1,1,1,1,13.0,233.1,8.0,2.0,2.0,15,4.0,1.0,38
26214,7.0,12,23,1,1,2,1,1,7062.0,5.0,7.0,1.0,3.0,15,8.0,6.0,9
26215,7.0,23,23,1,1,1,1,1,13.0,235.8,8.0,2.0,2.0,15,4.0,1.0,42
26216,7.0,14,23,1,1,2,1,1,13.0,240.5,8.0,1.0,2.0,15,4.0,1.0,9
26217,7.0,3,23,1,1,1,1,1,4.0,120.2,8.0,1.0,8.0,18,9.0,11.0,9
26218,7.0,14,23,1,1,2,1,1,4.0,118.6,8.0,1.0,8.0,18,9.0,11.0,48
26222,7.0,20,23,1,1,1,1,1,6.0,173.0,8.0,1.0,2.0,15,6.0,1.0,38
26223,7.0,13,23,1,1,2,1,1,6.0,172.3,8.0,1.0,2.0,15,4.0,1.0,33
26224,7.0,11,23,1,1,2,1,1,6.0,172.0,8.0,1.0,2.0,15,4.0,1.0,21
26225,7.0,21,23,1,1,1,1,1,7071.0,9999.99,7.0,1.0,8.0,18,9.0,11.0,21
26226,7.0,14,23,1,1,2,1,1,6.0,173.9,8.0,1.0,2.0,15,4.0,1.0,31
26227,7.0,12,23,1,1,2,1,1,6.0,177.5,0.0,1.0,3.0,15,8.0,6.0,3
26228,7.0,19,55,1,1,1,1,1,16.0,348.2,7.0,1.0,1.0,15,1.0,4.0,9
26229,7.0,17,24,1,1,2,1,1,16.0,454.1,6.0,1.0,8.0,14,1.0,18.0,21
26230,7.0,18,24,1,1,2,1,1,19.0,18.1,7.0,1.0,3.0,15,1.0,12.0,46
26231,7.0,14,24,1,1,2,1,1,16.0,396.2,7.0,2.0,1.0,15,1.0,4.0,9
26232,7.0,23,24,2,1,1,1,1,6209.0,23.0,6.0,1.0,1.0,15,1.0,4.0,9
26234,7.0,19,55,1,1,1,1,1,6201.0,9999.99,6.0,1.0,3.0,15,7.0,1.0,9
26235,7.0,0,55,1,1,1,1,1,2.0,373.0,6.0,1.0,7.0,14,1.0,16.0,59
26238,7.0,12,24,1,1,2,1,1,2.0,463.9,6.0,1.0,8.0,18,9.0,1.0,81
26239,7.0,17,55,1,1,2,1,1,6203.0,2.8,5.0,1.0,3.0,15,8.0,1.0,21
26240,7.0,23,24,1,1,1,1,1,2.0,453.0,7.0,1.0,3.0,15,8.0,1.0,9
26242,7.0,11,55,1,1,2,1,1,16.0,300.0,6.0,1.0,3.0,15,3.0,1.0,21
26243,7.0,12,24,1,1,2,1,1,16.0,427.5,6.0,1.0,1.0,15,3.0,4.0,9
26244,7.0,9,24,1,1,2,1,1,16.0,427.2,6.0,1.0,3.0,15,3.0,18.0,9
26246,7.0,7,24,1,1,2,1,1,16.0,457.0,6.0,1.0,8.0,18,7.0,10.0,21
26249,7.0,1,3,1,1,1,1,1,2.0,336.6,17.0,1.0,7.0,14,2.0,16.0,9
26250,7.0,23,24,1,1,1,1,1,2.0,447.5,7.0,1.0,2.0,15,4.0,17.0,31
26251,7.0,23,24,1,1,1,1,1,19.0,20.4,7.0,1.0,3.0,15,6.0,12.0,21
26252,7.0,11,24,1,1,2,1,1,19.0,20.1,7.0,1.0,2.0,15,4.0,1.0,21
26254,7.0,16,24,1,1,2,1,1,2.0,445.0,7.0,1.0,8.0,14,1.0,16.0,21
26255,7.0,20,47,1,1,1,1,1,2.0,500.1,7.0,1.0,8.0,14,1.0,16.0,21
26258,7.0,7,47,1,1,2,1,1,16.0,500.3,7.0,1.0,8.0,14,1.0,16.0,21
26259,7.0,19,24,1,1,1,1,1,16.0,413.4,7.0,1.0,3.0,15,6.0,12.0,9
26260,7.0,5,24,1,1,1,1,1,16.0,412.7,7.0,1.0,2.0,15,1.0,4.0,21
26261,7.0,16,24,1,1,2,1,1,16.0,419.5,7.0,1.0,2.0,15,4.0,1.0,32
26262,7.0,4,24,1,1,1,1,1,16.0,417.7,7.0,1.0,3.0,15,3.0,1.0,21
26263,7.0,22,24,1,1,1,1,1,16.0,418.0,7.0,1.0,3.0,15,7.0,13.0,59
26265,7.0,23,24,1,1,1,1,1,6209.0,27.3,6.0,1.0,3.0,15,3.0,4.0,21
26270,7.0,11,55,1,1,2,1,1,16.0,349.6,6.0,1.0,7.0,18,7.0,1.0,3
26271,7.0,13,3,1,1,2,1,1,2.0,271.8,6.0,1.0,7.0,15,8.0,4.0,21
26272,7.0,19,55,1,1,1,1,1,2.0,374.2,6.0,1.0,7.0,18,8.0,1.0,9
26273,7.0,20,55,1,1,1,1,1,16.0,303.5,6.0,1.0,7.0,18,7.0,1.0,9
26275,7.0,19,55,1,1,1,1,1,16.0,307.5,6.0,1.0,3.0,15,8.0,1.0,9
26278,7.0,17,24,1,1,2,1,1,2.0,418.6,6.0,1.0,8.0,18,7.0,1.0,9
26280,7.0,18,55,1,1,2,1,1,6203.0,4.5,6.0,1.0,7.0,18,7.0,1.0,9
26285,7.0,15,25,1,1,2,1,1,1507.0,9999.99,8.0,1.0,8.0,13,9.0,1.0,9
26289,7.0,23,25,1,1,1,1,1,9.0,384.0,8.0,1.0,1.0,15,1.0,1.0,9
26290,7.0,21,25,2,1,1,1,1,1507.0,9999.99,8.0,1.0,8.0,13,7.0,1.0,9
26293,7.0,13,46,1,1,2,1,1,1520.0,9999.99,5.0,1.0,7.0,15,9.0,16.0,9
26294,7.0,6,46,1,1,2,1,1,12.0,9999.99,6.0,1.0,8.0,18,2.0,11.0,9
26296,7.0,19,46,1,1,1,1,1,9.0,628.7,8.0,1.0,8.0,18,9.0,1.0,9
26297,7.0,18,63,1,1,2,1,1,10.0,442.8,6.0,1.0,1.0,15,9.0,4.0,36
26299,7.0,21,63,1,1,1,1,1,10.0,473.1,6.0,1.0,2.0,15,4.0,1.0,9
26301,7.0,8,63,2,1,2,1,1,703.0,79.5,4.0,1.0,8.0,10,9.0,13.0,21
26302,7.0,19,63,1,1,1,1,1,10.0,426.5,6.0,1.0,7.0,11,1.0,18.0,3
26303,7.0,8,46,1,1,2,1,1,12.0,9999.99,6.0,1.0,8.0,13,8.0,9.0,42
26304,7.0,12,46,1,1,2,1,1,1519.0,9999.99,3.0,1.0,3.0,15,7.0,4.0,36
26305,7.0,15,46,1,1,2,1,1,9.0,502.2,9.0,1.0,8.0,18,9.0,1.0,9
26307,7.0,2,46,1,1,1,1,1,1519.0,9999.99,4.0,1.0,1.0,15,1.0,1.0,9
26309,7.0,8,46,1,1,2,1,1,1519.0,9999.99,5.0,1.0,3.0,15,3.0,4.0,9
26310,7.0,20,63,1,1,1,1,1,12.0,9999.99,6.0,1.0,1.0,15,1.0,4.0,31
26311,7.0,18,63,1,1,2,1,1,113.0,1.1,6.0,1.0,7.0,15,2.0,1.0,9
26313,7.0,12,25,1,1,2,1,1,9.0,368.5,9.0,1.0,8.0,14,1.0,1.0,9
26314,7.0,23,2,2,1,1,1,1,1510.0,37.0,8.0,1.0,8.0,13,7.0,1.0,341
26315,7.0,12,25,1,1,2,1,1,1506.0,9.0,7.0,1.0,7.0,18,9.0,11.0,32
26316,7.0,18,25,1,1,2,1,1,10.0,371.2,9.0,1.0,2.0,15,1.0,1.0,46
26317,7.0,18,25,1,1,2,1,1,10.0,369.3,9.0,1.0,2.0,15,1.0,1.0,9
26318,7.0,20,25,2,1,1,1,1,1502.0,9999.99,8.0,1.0,8.0,13,7.0,1.0,9
26319,7.0,20,25,1,1,1,1,1,1506.0,43.0,4.0,1.0,1.0,15,1.0,4.0,31
26320,7.0,5,25,1,1,1,1,1,9.0,426.28,8.0,1.0,7.0,15,7.0,1.0,31
26321,7.0,8,25,1,1,2,1,1,9.0,423.3,9.0,1.0,8.0,13,9.0,1.0,9
26322,7.0,18,25,1,1,2,1,1,9.0,423.56,8.0,1.0,8.0,13,9.0,1.0,32
26324,7.0,8,25,1,1,2,1,1,9.0,402.5,6.0,1.0,8.0,13,9.0,5.0,33
26325,7.0,18,25,1,1,2,1,1,9.0,412.3,6.0,1.0,7.0,15,1.0,1.0,5
26326,7.0,9,25,1,1,2,1,1,9.0,414.0,6.0,1.0,2.0,15,5.0,1.0,21
26327,7.0,22,25,1,1,1,1,1,1516.0,1.2,9.0,1.0,8.0,14,1.0,1.0,9
26328,7.0,14,25,1,1,2,1,1,9.0,427.0,8.0,1.0,2.0,15,1.0,1.0,9
26330,7.0,22,25,1,1,1,1,1,9.0,441.9,8.0,1.0,8.0,13,7.0,1.0,21
26331,7.0,13,25,1,1,2,1,1,10.0,267.0,9.0,1.0,8.0,13,9.0,1.0,3
26332,7.0,8,25,1,1,2,1,1,10.0,302.1,8.0,1.0,8.0,13,7.0,1.0,9
26333,7.0,9,25,1,1,2,1,1,10.0,267.3,8.0,1.0,8.0,18,8.0,1.0,36
26334,7.0,12,25,1,1,2,1,1,10.0,286.2,9.0,1.0,8.0,13,7.0,1.0,21
26336,7.0,14,25,1,1,2,1,1,1502.0,9999.99,6.0,1.0,8.0,13,9.0,1.0,36
26344,7.0,12,63,1,1,2,1,1,7108.0,19.4,6.0,1.0,8.0,18,2.0,11.0,9
26346,7.0,22,46,1,1,1,1,1,1519.0,9999.99,4.0,1.0,7.0,15,4.0,1.0,439
26347,7.0,21,46,1,1,1,1,1,9.0,499.2,9.0,1.0,1.0,15,9.0,4.0,3
26350,7.0,18,46,1,1,2,1,1,1520.0,9999.99,4.0,1.0,7.0,7,1.0,11.0,341
26351,7.0,19,46,1,1,1,1,1,1519.0,9999.99,3.0,1.0,3.0,15,1.0,9.0,21
26352,7.0,16,46,1,1,2,1,1,9.0,517.6,9.0,1.0,1.0,15,1.0,2.0,31
26353,7.0,8,46,1,1,2,1,1,9.0,533.2,9.0,1.0,8.0,18,9.0,14.0,400
26354,7.0,11,46,1,1,2,1,1,1520.0,9999.99,4.0,1.0,8.0,14,1.0,16.0,21
26355,7.0,10,46,1,1,2,1,1,9.0,508.0,9.0,1.0,8.0,16,1.0,16.0,9
26356,7.0,23,46,1,1,1,1,1,9.0,550.0,9.0,1.0,8.0,14,1.0,16.0,9
26357,7.0,19,46,1,1,1,1,1,1515.0,9999.99,4.0,1.0,1.0,15,1.0,2.0,31
26358,7.0,14,46,1,1,2,1,1,1515.0,9999.99,4.0,1.0,8.0,18,7.0,1.0,9
26359,7.0,19,46,1,1,1,1,1,9.0,614.3,6.0,1.0,8.0,18,1.0,1.0,21
26360,7.0,21,46,1,1,1,1,1,9.0,614.8,6.0,1.0,2.0,15,4.0,1.0,3
26361,7.0,23,46,1,1,1,1,1,9.0,660.2,6.0,1.0,8.0,18,9.0,1.0,9
26362,7.0,11,46,1,1,2,1,1,9.0,664.2,15.0,1.0,3.0,15,2.0,6.0,9
26363,7.0,17,46,1,1,2,1,1,108.0,123.0,6.0,1.0,8.0,3,9.0,1.0,46
26364,7.0,18,46,1,1,2,1,1,108.0,133.1,6.0,1.0,8.0,10,9.0,1.0,3
26365,7.0,10,46,1,1,2,1,1,12.0,9999.99,6.0,1.0,3.0,15,7.0,1.0,9
26366,7.0,21,46,1,1,1,1,1,12.0,9999.99,6.0,1.0,8.0,13,7.0,1.0,341
26367,7.0,6,46,1,1,2,1,1,12.0,9999.99,6.0,1.0,8.0,13,9.0,1.0,46
26368,7.0,11,46,1,1,2,1,1,12.0,9999.99,6.0,1.0,8.0,2,9.0,1.0,9
26370,7.0,18,46,1,1,2,1,1,12.0,9999.99,6.0,1.0,7.0,14,1.0,1.0,9
26371,7.0,17,46,1,1,2,1,1,9.0,508.8,9.0,1.0,8.0,13,2.0,9.0,21
26373,7.0,19,63,1,1,1,1,1,10.0,433.0,6.0,1.0,7.0,14,1.0,16.0,9
26375,7.0,23,63,1,1,1,1,1,10.0,437.5,6.0,1.0,7.0,15,4.0,1.0,3
26376,7.0,13,63,1,2,2,1,1,10.0,428.1,6.0,1.0,7.0,15,3.0,4.0,9
26377,7.0,13,63,1,1,2,1,1,10.0,443.0,6.0,1.0,7.0,15,3.0,1.0,9
26380,7.0,19,46,1,1,1,1,1,9.0,614.9,6.0,1.0,8.0,14,1.0,16.0,32
26381,7.0,12,46,1,1,2,1,1,9.0,612.9,10.0,1.0,3.0,15,8.0,10.0,21
26385,7.0,19,25,1,1,1,1,1,10.0,385.1,9.0,1.0,7.0,15,1.0,1.0,9
26386,7.0,13,63,1,1,2,1,1,10.0,451.3,5.0,1.0,2.0,15,4.0,1.0,9
26387,7.0,0,63,1,1,1,1,1,10.0,436.9,6.0,1.0,7.0,18,1.0,11.0,9
26388,7.0,6,63,1,1,2,1,1,10.0,447.6,6.0,1.0,2.0,15,4.0,18.0,9
26389,7.0,11,25,1,1,2,1,1,1502.0,9999.99,7.0,1.0,8.0,15,4.0,20.0,9
26390,7.0,6,25,1,1,2,1,1,10.0,9999.99,9.0,1.0,8.0,18,9.0,1.0,9
26391,7.0,13,63,1,1,2,1,1,10.0,437.2,6.0,1.0,2.0,15,4.0,1.0,38
26392,7.0,12,13,1,1,2,1,1,9999.0,817.0,6.0,1.0,8.0,18,2.0,11.0,3
26393,7.0,4,13,1,1,1,1,1,9999.0,438.4,6.0,1.0,8.0,18,1.0,11.0,31
26395,7.0,12,63,1,1,2,1,1,704.0,80.0,8.0,1.0,8.0,18,9.0,10.0,42
26397,7.0,11,46,1,1,2,1,1,9.0,588.2,7.0,1.0,8.0,11,2.0,16.0,38
26403,7.0,19,47,1,1,1,1,1,6008.0,14.6,7.0,1.0,7.0,15,9.0,1.0,82
26404,7.0,19,47,1,1,1,1,1,607.0,7.4,7.0,2.0,8.0,9,7.0,10.0,86
26406,7.0,22,47,1,1,1,1,1,2.0,490.6,7.0,2.0,7.0,15,8.0,6.0,9
26407,7.0,11,47,1,1,2,1,1,6008.0,9999.99,6.0,1.0,8.0,14,1.0,16.0,36
26410,7.0,10,67,1,1,2,1,1,17.0,76.0,7.0,1.0,8.0,14,1.0,16.0,33
26411,7.0,18,56,1,1,2,1,1,6.0,393.6,7.0,1.0,8.0,14,2.0,16.0,439
26412,7.0,16,47,1,1,2,1,1,612.0,16.0,7.0,1.0,5.0,15,9.0,4.0,38
26413,7.0,21,67,1,1,1,1,1,6048.0,47.0,6.0,1.0,8.0,13,7.0,11.0,32
26414,7.0,21,67,1,1,1,1,1,17.0,32.7,16.0,1.0,3.0,15,8.0,1.0,9
26415,7.0,16,67,1,1,2,1,1,6021.0,17.8,6.0,1.0,7.0,15,8.0,12.0,9
26416,7.0,18,49,1,1,2,1,1,6005.0,31.0,6.0,1.0,4.0,15,9.0,1.0,9
26417,7.0,4,49,1,1,1,1,1,6005.0,26.2,4.0,1.0,8.0,13,8.0,11.0,42
26418,7.0,10,56,1,1,2,1,1,15.0,74.8,6.0,1.0,8.0,13,8.0,11.0,9
26419,7.0,21,49,1,1,1,1,1,19.0,117.1,6.0,1.0,8.0,14,1.0,16.0,31
26420,7.0,4,49,1,1,1,1,1,19.0,120.1,6.0,1.0,7.0,15,8.0,4.0,31
26421,7.0,19,49,1,1,1,1,1,6.0,406.7,7.0,1.0,8.0,13,9.0,10.0,9
26422,7.0,9,49,1,1,2,1,1,6.0,414.0,7.0,1.0,8.0,13,9.0,11.0,9
26423,7.0,22,49,1,1,1,1,1,802.0,443.6,7.0,2.0,8.0,3,1.0,10.0,9
26424,7.0,10,49,1,1,2,1,1,802.0,442.5,7.0,2.0,8.0,2,2.0,11.0,9
26425,7.0,10,49,1,1,2,1,1,802.0,438.7,7.0,2.0,8.0,13,2.0,10.0,9
26426,7.0,15,49,1,1,2,1,1,802.0,386.9,7.0,2.0,8.0,2,2.0,11.0,9
26427,7.0,18,49,1,1,2,1,1,6.0,465.0,7.0,1.0,8.0,13,9.0,11.0,82
26428,7.0,18,47,1,1,2,1,1,6011.0,5.5,7.0,2.0,3.0,15,6.0,1.0,31
26429,7.0,5,47,1,1,1,1,1,6011.0,11.2,7.0,2.0,3.0,15,7.0,1.0,3
26430,7.0,15,47,1,1,2,1,1,6000.0,17.8,7.0,1.0,7.0,15,8.0,1.0,9
26431,7.0,22,47,1,1,1,1,1,6000.0,26.4,7.0,1.0,1.0,15,1.0,4.0,38
26432,7.0,11,47,1,1,2,1,1,6000.0,18.1,7.0,1.0,1.0,15,1.0,4.0,21
26433,7.0,19,67,1,1,1,1,1,6025.0,35.2,6.0,1.0,8.0,13,1.0,10.0,36
26435,7.0,8,67,1,1,2,1,1,17.0,111.3,7.0,1.0,8.0,13,9.0,10.0,31
26436,7.0,2,67,1,1,1,1,1,17.0,74.0,7.0,1.0,8.0,13,9.0,10.0,9
26439,7.0,21,47,1,1,1,1,1,612.0,22.0,7.0,1.0,7.0,15,7.0,1.0,9
26441,7.0,20,47,1,1,1,1,1,6011.0,5.0,7.0,2.0,8.0,13,7.0,11.0,21
